eval_id,x,hub,f1,f2,f3,g1,g2,g3,feasible
11,"[0.35304843378314044, 0.21652350161279854, 0.36767942473700777, 0.2671989318362714, 0.3187820814455795, 0.9634847481204788, 0.11363799358817561, 0.1009807921059821, 0.9144561221029246, 0.5858895145468258]","[0.6679799243985048, 1.0638281938324412]",-39.33777618408203,0.253,2328.086855561892,87.22955635348495,3.0,0.0,0
12,"[0.7898093832755049, 0.1836603870914313, 0.5542825390272328, 0.24062604181377323, 0.36528505670346056, 0.4229460447715928, 0.758249565648491, 0.4381450103309691, 0.7813658931947177, 0.043090690634595696]","[1.0152324040624476, 0.18070361643581123]",-47.85207748413086,0.354,2552.117592376883,149.53896636960633,4.0,0.0,0
13,"[0.46581253099537934, 0.3351350375860954, 0.9578419522589532, 0.07389597584523522, 0.16782365513224518, 0.20785494157193374, 0.5675652419333407, 0.9363122242578448, 0.8533136562599993, 0.8114328725032335]","[0.7178343572828981, 1.3593966025137634]",-49.76247024536133,1.0,3318.9908521104744,80.59893153773376,3.0,2.0,0
14,"[0.850551259756355, 0.2754808528630017, 0.7392607956370342, 0.6629613377688489, 0.16146904266095086, 0.9796258488514935, 0.6283084586743911, 0.07962933757560675, 0.32151551530824796, 0.5494715578347591]","[1.288539916479953, 0.9628763856050353]",-44.238059997558594,0.45,3331.098640759599,20.978322791562334,1.0,2.0,0
15,"[0.49866886134850175, 0.17791419839100442, 0.35622164118008504, 0.6520981168659544, 0.7444418905939161, 0.9051507074391362, 0.28879164900942544, 0.774382020078661, 0.2064226800628115, 0.7715370379067442]","[1.039186452461093, 0.31820872323865884]",-38.87884521484375,0.377,3124.2976933721734,-70.27883156182429,2.0,0.0,0
16,"[0.8953850271326209, 0.20557265759667276, 0.26268325844768114, 0.02094484416240605, 0.27068090144591017, 0.8794320598717107, 0.5513756583147158, 0.41628477156613086, 0.28176023673675177, 0.9191304909520741]","[1.088758246715808, 0.6413468138120098]",-42.356258392333984,1.0,2882.428328163326,7.557674429773186,2.0,2.0,0
17,"[0.49293616218995406, 0.5324478498483587, 0.3107930117753044, 0.9758320136707291, 0.8870121467184444, 0.6373601174260564, 0.42099270734434335, 0.5749995088018878, 0.5529869643862163, 0.015272435183649069]","[0.8647679793230478, 1.2847364484973847]",-26.707189559936523,0.104,3590.014937003162,-68.86788322714995,1.0,1.0,0
18,"[0.4875580786370386, 0.29526571288950065, 0.3657350555800003, 0.7768482879275864, 0.9936568534146455, 0.36880428868132864, 0.6788297965535495, 0.43523470740661496, 0.9461829725207951, 0.4849152370071329]","[0.024923602435105274, 1.2473283527790442]",-36.15690612792969,0.12,3417.921039904258,20.738577437012736,0.0,0.0,0
19,"[0.0763549914853281, 0.23483907948984994, 0.16222855752056586, 0.9159237744769517, 0.739900702350839, 0.11771307998234448, 0.9919930979414978, 0.11013211899741604, 0.6220697409528387, 0.3547334554703645]","[1.4880503176785342, 0.8376835526668058]",-45.39712905883789,0.993,4033.4286392990607,108.32219997701395,3.0,1.0,0
20,"[0.9868402765278871, 0.43974028393442544, 0.6442476693303388, 0.5149392859956807, 0.8756598515631787, 0.505794352818757, 0.7854340014599015, 0.2005303566832357, 0.01645945948648464, 0.5424458861963711]","[0.9377589260828116, 1.4997182338855923]",-32.09645080566406,0.026,3541.1495025316367,56.89214017769791,0.0,1.0,0
21,"[0.7373054252872605, 0.5914192820348003, 0.10844932301271404, 0.4112686884886242, 0.17072977658825428, 0.43132345380885195, 0.010231902156670136, 0.33099943817048805, 0.7559488323569789, 0.11610473609591099]","[1.4440160599934821, 1.3195008784463607]",-31.8443546295166,0.742,4497.143140598838,-120.89254749020512,1.0,1.0,0
22,"[0.7419162010314087, 0.5220921065907778, 0.4171774343880905, 0.9108220921659664, 0.7464710369587361, 0.9835673000846709, 0.7744687729754793, 0.3532556606165881, 0.43070700374480275, 0.4970226157004175]","[0.1268760779065603, 1.2550612931635001]",-36.504920959472656,0.034,3031.590358140759,-43.37359375375945,0.0,0.0,1
23,"[0.7076778979003703, 0.3356970836114517, 0.5333564262211142, 0.32011996751753846, 0.3918329723107977, 0.7424842116732404, 0.00921065799657117, 0.18956699187220505, 0.5664491371813656, 0.4590016363424163]","[0.18301541483209494, 1.4209477918759625]",-30.16351318359375,0.099,3305.2463726203036,36.70055258706839,2.0,0.0,0
24,"[0.5118814273652947, 0.8573010008865969, 0.3995968392250302, 0.09751514963535424, 0.841486558403682, 0.8851177060251493, 0.19316997569865946, 0.5257783000795696, 0.08535616172648453, 0.8267136201588152]","[0.7065846822128775, 1.2589665549678326]",-48.34306716918945,0.817,3720.9341113147134,-305.89370416357235,2.0,1.0,0
25,"[0.7476535197594388, 0.47403622225949027, 0.8166440705290728, 0.8817710808483114, 0.6823799448443975, 0.3151851034187104, 0.8929563307131257, 0.30996375517120167, 0.3987189364419349, 0.7115105508132997]","[1.4135469035066797, 0.6980275756135836]",-30.54159164428711,0.013,2394.498211896021,136.68806997338763,2.0,1.0,0
26,"[0.9606887020277379, 0.9002654171528618, 0.14704654594174182, 0.7411145400827215, 0.5292209856627658, 0.9366989347480371, 0.9083534610543227, 0.6483341011050769, 0.5287591672457896, 0.20143090853695012]","[0.7831343292771509, 1.0748027882966467]",-35.923622131347656,0.513,2766.368337081068,140.76513653968897,4.0,3.0,0
27,"[0.7281969713021883, 0.41225211081351676, 0.6603726714939671, 0.46770008428541465, 0.5157744326426499, 0.07706848791542142, 0.024011331493556054, 0.2929158759379945, 0.2864487199904745, 0.6576467600079774]","[0.7770490207042496, 1.3912576831453765]",-29.745269775390625,0.036,3067.1550756233387,-69.29860929430612,1.0,1.0,0
28,"[0.9421656316593494, 0.8731312620415899, 0.993906309433891, 0.3738491444106369, 0.8351417342075574, 0.38069524000658606, 0.09368549297431539, 0.21220747485396863, 0.0935034547745921, 0.4859329784263382]","[1.072307852436675, 1.3377326463498305]",-38.28579330444336,0.06,3131.7168649483556,1.8409082103700882,2.0,1.0,0
29,"[0.35954611893234156, 0.6571231551575867, 0.5254697248274498, 0.04850513258211875, 0.3049191826586233, 0.2362906836924623, 0.030188469259489592, 0.4736051880661374, 0.4341822332207885, 0.24864819916465264]","[1.299148422495251, 0.2312362544141343]",-29.48998260498047,1.0,2828.0063796595286,158.65554204088915,1.0,0.0,0
30,"[0.7571316253352183, 0.5988506638162991, 0.6385458531009636, 0.28353426632010625, 0.6181307496852578, 0.36956669018657895, 0.3799349341788377, 0.681937037573606, 0.8310576876132559, 0.6052685945074544]","[0.25396254580418, 1.197688526189553]",-19.99098777770996,0.14,2028.3085568025438,119.76808342748106,1.0,0.0,0
31,"[0.03387269818171201, 0.662682068619064, 0.720244476030497, 0.7401312499629299, 0.8695515555783495, 0.054731143300722596, 0.3164785602685367, 0.07482644255422188, 0.21417883012053884, 0.9065322424574986]","[1.1971433356450858, 0.03847184569194484]",-47.129425048828125,1.0,3422.8583148483444,38.15113586781675,3.0,1.0,0
32,"[0.7611131728418318, 0.08229124940952703, 0.006155669335288327, 0.613256681670192, 0.2906059077682427, 0.562817570968351, 0.5707371869026688, 0.4513766078981988, 0.8026586252465906, 0.23204551611998447]","[0.05919464671039454, 1.4657497333890772]",-39.98060607910156,1.0,3702.903784294373,16.0434744372032,0.0,0.0,0
33,"[0.8806350809002281, 0.07458742422196396, 0.9320824085782379, 0.14566874185476875, 0.3015314021630472, 0.6021361701813102, 0.08362765145734896, 0.12499955865727308, 0.7854702016115908, 0.4115541827996497]","[1.35003302798446, 0.7084983879074531]",-56.52992630004883,1.0,3957.8861157284614,-412.6557135302752,3.0,1.0,0
34,"[0.8122050151262458, 0.29045961628587613, 0.7550132519180535, 0.6089078108765937, 0.9632475898482437, 0.4959391441876757, 0.19457688761579417, 0.2195079915141478, 0.6014041791288685, 0.08962073043795493]","[0.6615530572198147, 1.1654497424988384]",-31.953475952148438,0.129,2980.724557145739,-129.70515746079013,1.0,1.0,0
35,"[0.12858287186718842, 0.7314763939923757, 0.09521030422128629, 0.5699619505238555, 0.5171815371217462, 0.895368602951573, 0.2225521522559719, 0.8424122866034477, 0.9295786250874855, 0.23087836206189072]","[0.41791291612573434, 1.3420087443928799]",-40.209964752197266,0.831,3099.986057177045,147.67650005284588,2.0,0.0,0
36,"[0.0043001907504852666, 0.4038284511492043, 0.1949619252207303, 0.32508812283388366, 0.8276226232184107, 0.3953518057604567, 0.6710113104026503, 0.8760714488267184, 0.8268079808374883, 0.8848800971002195]","[0.8398657742651049, 1.1152536838884217]",-25.163639068603516,1.0,2507.4768213749094,20.103654674073823,3.0,1.0,0
37,"[0.3994430020003472, 0.484130910594359, 0.9568421661505032, 0.4965961443363097, 0.13251492264908082, 0.17768312108581985, 0.07519442630360906, 0.012996611642042799, 0.8380952953924874, 0.5971018283213804]","[1.3787682822674194, 1.0478921126040406]",-55.021522521972656,0.591,4083.763101123155,30.4171781222648,1.0,1.0,0
38,"[0.8250134678055777, 0.5828599453946457, 0.10742835312995902, 0.8712075744884107, 0.8940306698397861, 0.79328366533945, 0.3499641877600487, 0.16381779297574706, 0.26650062593238233, 0.30608634300284987]","[0.2899974830836338, 1.19232528765645]",-37.73383712768555,0.747,3359.888937831285,175.8444406502147,2.0,0.0,0
39,"[0.10368010753270052, 0.7979429078588656, 0.49373414724032827, 0.2153195271485615, 0.9877562857569903, 0.4297612930140656, 0.4138198863286343, 0.9987729501752127, 0.5439146577146111, 0.4957244334967964]","[1.2733532079624863, 0.1729038018567342]",-53.048675537109375,0.77,3212.790436818893,-14.113179765457517,1.0,0.0,0
40,"[0.716135524315577, 0.9265763828646507, 0.3525112870284548, 0.9446171043542214, 0.2829551262065978, 0.9120736349889094, 0.586668750518576, 0.6755103035703888, 0.9781358594533898, 0.9356865558408266]","[1.435918558786387, 0.25122151225093126]",-28.576072692871094,0.14,3230.5670897769974,-144.39668179884774,3.0,1.0,0
41,"[0.9762467026410432, 0.16651737808920697, 0.11153341754909052, 0.5951806393739761, 0.8472292340199105, 0.753517706913019, 0.5401208121935621, 0.7245877983606205, 0.5782871366069361, 0.7697291933269581]","[0.762139086122917, 1.2707328339053825]",-21.887664794921875,0.728,2629.2507060085577,35.282176959331736,4.0,2.0,0
42,"[0.18878064680754914, 0.5091940832753937, 0.8819028684025597, 0.44215445593765246, 0.6023637298660838, 0.3471792790332324, 0.8588457797698037, 0.10210216325630683, 0.8435291936572402, 0.855161877800188]","[1.1115179427843849, 0.7542788560556952]",-50.05387496948242,0.34,3216.2335511898036,137.3893685122098,2.0,1.0,0
43,"[0.5151548407681276, 0.3557522738346047, 0.7488579702300604, 0.48435065818854983, 0.6746453961518705, 0.8940779162131687, 0.23498961995322054, 0.419580930338459, 0.976586484833995, 0.6718489551105283]","[1.3581474071938417, 1.4321585634226728]",-28.002779006958008,0.067,3407.102320047834,105.21589521986516,1.0,1.0,0
44,"[0.633303004964886, 0.2842264265315978, 0.5315023647330197, 0.16828799503434966, 0.6790112450880074, 0.5874149048515857, 0.23079608369978155, 0.05905631897829, 0.7083692223653099, 0.028343139334361833]","[0.617824345855178, 1.2038270759152134]",-33.73711395263672,0.424,3400.426608387051,0.8818607689647706,2.0,1.0,0
45,"[0.5889658881432593, 0.8624856673584459, 0.37440426122847836, 0.5928292560660468, 0.20942917933874872, 0.12870168473469945, 0.2589351675039948, 0.4493700221843081, 0.9805186398602482, 0.16238519618917013]","[0.7747330486829124, 1.191227849765339]",-49.19136047363281,0.276,3112.7472715075687,-252.89821358349326,0.0,1.0,0
46,"[0.9269667072846148, 0.531556426498312, 0.5070854352124422, 0.8115158779645404, 0.9065365526896961, 0.06655933206506481, 0.7572363648024241, 0.4065989313758811, 0.5091038982398773, 0.23860277166153243]","[1.3172396119005512, 1.3606962736847152]",-25.555286407470703,0.011,3538.4802565667082,-36.75083454054874,1.0,1.0,0
47,"[0.0932556167095393, 0.6834897381142566, 0.6088586050511545, 0.7963263969226773, 0.05541820375084594, 0.8057203967146486, 0.8606094137766368, 0.45377265711836035, 0.28418447481174003, 0.7499650752203063]","[1.414339598242053, 0.6715334561847421]",-33.77790069580078,1.0,3426.5498739036125,139.6978914776418,3.0,1.0,0
48,"[0.732673900343337, 0.2885492360637769, 0.9641909194355908, 0.2734455081289784, 0.8778101871478206, 0.7136426366346105, 0.7655390330287417, 0.3521042640297445, 0.5838583952545342, 0.6082916064372581]","[1.4613069482627232, 1.066079682499568]",-44.98564529418945,0.151,3034.63520824074,-46.89954670157658,1.0,1.0,0
49,"[0.7068938596677737, 0.3410494410080632, 0.4004563457975292, 0.06312328594757288, 0.5771130237442562, 0.17805372425306576, 0.8101457296942176, 0.2280566951506835, 0.22304648289323237, 0.924136868277313]","[0.789535267507927, 1.0643976984426988]",-46.862892150878906,1.0,2916.086570696259,-184.90394436526793,1.0,1.0,0
50,"[0.6888409975636447, 0.518929568265899, 0.648522333829194, 0.8202753053859198, 0.6127568545807167, 0.17902305990318332, 0.4120791562621173, 0.5667482214707961, 0.7059892470814016, 0.5576345118477017]","[0.32595234285504215, 1.0392844470144673]",-25.23627281188965,0.01,2133.6139389047157,190.4866327869529,2.0,0.0,0
51,"[0.8385226630163858, 1.0, 0.6348265196312289, 0.39488691039736024, 1.0, 0.0, 0.16554384034885047, 0.7891604626948794, 0.8689247817183192, 0.4301481633370411]","[1.2273782769599442, 0.5869577650399157]",-36.53779983520508,0.042,2561.6634809836673,-133.42409487704657,2.0,1.0,0
52,"[0.6857920692076639, 0.30897533419552853, 0.32131011832745304, 0.47634645319082775, 0.4682430927940869, 0.5294583956407928, 0.0, 0.42279781081601653, 0.6326070695864243, 0.3401811124886913]","[1.0882183857631726, 0.09102346624076785]",-34.77037048339844,0.104,2722.7272397974607,-28.942113129128643,2.0,0.0,0
53,"[0.5416335533931635, 0.5929317732813733, 0.6557221711224605, 0.43418200026482306, 0.3917711077336353, 0.06466763101143427, 0.5860326143935889, 0.15096491676925977, 0.5430742855827024, 0.9066347053757644]","[0.3652714344816322, 1.1867953083030875]",-38.425743103027344,0.043,2324.1803502292023,13.58495015163578,0.0,0.0,0
54,"[0.3314681495354382, 0.6973746333666506, 0.6039374353823073, 0.598207629562581, 0.16995921474259812, 0.0, 0.44136696152539506, 0.22155313098451496, 1.0, 0.7009168044933887]","[0.5856724605385509, 1.1094262840467246]",-33.18229675292969,0.409,2983.1071930305334,-146.0769366498967,2.0,0.0,0
55,"[0.632517078712493, 0.0763466042439986, 0.5911185694051178, 0.4303319702237295, 0.5193930573545176, 0.2305190661201309, 0.62062310568677, 0.3329159996105137, 0.6172506555636897, 0.7388604692054168]","[0.3353360327674097, 1.0632165991551947]",-20.442890167236328,0.993,2191.2640560632644,67.92027253452116,1.0,0.0,0
56,"[0.14538108540790512, 0.5050090149338955, 0.6538487719675682, 0.29574899868476345, 0.6972540296791866, 0.328318435539424, 0.09620924881133806, 0.6037914715483933, 0.6373816579108256, 0.0]","[0.9140728819953435, 0.6042988393338233]",-39.03147888183594,0.517,2677.6393455073207,-106.28852808477461,3.0,0.0,0
57,"[0.1885418316460696, 0.5114727762441584, 0.6238298762259983, 0.0, 0.0, 0.0, 0.0, 0.407175015422532, 0.08693238448386151, 0.00023621378973848195]","[1.356609816968148, 0.2508011211999435]",-5.860568046569824,1.0,2949.7054373101255,107.50782711263986,4.0,0.0,0
58,"[0.2367097478012512, 0.41509727401571767, 0.39636278042869505, 0.3001096801752108, 0.4122789549410064, 0.6722463362564647, 0.8214465889481981, 0.10159410885628224, 0.5555072764425677, 1.0]","[0.5245641610537141, 1.2934333261798032]",-47.342803955078125,0.214,2203.58861310514,30.59535183898018,0.0,0.0,0
59,"[0.5405727805124407, 0.5014694059913645, 0.6254643075253312, 0.41551788845220744, 0.682732523055713, 0.2619360519378161, 0.766846594861208, 0.0, 0.5693559957227157, 1.0]","[0.4892809040928833, 0.8408856726383541]",-35.7103271484375,0.035,1913.5340625952126,-106.9694830576417,1.0,0.0,0
60,"[0.626453066152417, 0.4739508627317927, 0.6780835467134885, 0.8180013111287779, 0.7461038596694466, 0.47181047277830196, 0.5823673456126114, 0.12456018605022891, 0.5241442231855593, 0.44980158373240026]","[0.2737276240261326, 1.0818251793045925]",-27.92812156677246,0.013,2139.670067575443,79.63203405015278,1.0,0.0,0
61,"[0.6338907991429248, 1.0, 0.3897417327015547, 0.3818020444117559, 0.48985129570293223, 0.5905400912693054, 0.8103999267388855, 0.1557540005817276, 0.6823141698586415, 1.0]","[0.5264614442821114, 1.0426434083980387]",-43.45684051513672,0.053,2642.8634898863297,-195.11974019394063,2.0,1.0,0
62,"[0.5902454270592428, 0.49482913838178394, 0.4521539740874337, 0.9042367515205771, 0.7540241987228914, 0.5033897901337013, 0.3595182205823127, 0.8356304386870714, 0.5517712556609129, 0.4893886369206442]","[0.9833562636545186, 0.12032297156049689]",-5.178042411804199,0.023,2156.601471910225,-19.082567544230415,1.0,0.0,0
63,"[0.39667144921739844, 0.3863836457292623, 0.4325249466924558, 0.33025524319597244, 0.46865922751477324, 0.6002572280269249, 0.6755915296209961, 0.1417491892237908, 0.517030134271308, 1.0]","[0.521999620323351, 1.1873267552711633]",-14.325213432312012,0.086,1834.8674031281191,125.27873681078678,0.0,0.0,0
64,"[0.4857676215420206, 0.7389625375833949, 0.7282432570668714, 0.8306988970287692, 0.49829514070867525, 0.5333703537939245, 0.6228514423710779, 0.14994562294742472, 0.4136795681636535, 1.0]","[0.2980998840961336, 1.1177735935537416]",-25.11501693725586,0.013,2432.550261587644,-128.6696921957344,2.0,0.0,0
65,"[0.6096505123921416, 0.456173877540033, 0.5925229557832294, 0.9171510030940667, 0.32933708514848015, 0.1936811879817114, 0.4196582206665152, 0.18658708528429688, 0.49207556909773653, 0.1354369469233488]","[0.191231268826769, 0.8461947265385549]",-25.800716400146484,0.086,2478.7712456109416,221.10265136700625,1.0,0.0,0
66,"[0.3301081238648623, 0.4289492245513252, 0.48196155380311395, 0.2217127472298213, 0.4534962973112065, 0.8545819978253512, 0.3575728133811413, 0.0, 0.9234218567490845, 0.7467477995370367]","[0.5132778071705357, 0.90020323065216]",-31.20855712890625,0.243,2013.9702146365753,37.98965442670959,2.0,0.0,0
67,"[0.5714638186996948, 0.45834126311311685, 0.5893526625312464, 0.4689521936717774, 0.6935805903074869, 0.4267355602962407, 0.6476278146543334, 0.24474805824808307, 0.5956751134330733, 0.7108153505617778]","[0.2930987413996595, 0.9900758125434035]",-11.563202857971191,0.017,1762.1617396647825,163.6255004998116,2.0,0.0,0
68,"[0.44897300011099134, 0.621564830848356, 0.5402733350001138, 0.5004274211669354, 0.5908834922223914, 0.4491649811630213, 0.6559818586224027, 0.3743028956184881, 0.5264996694754543, 0.6670534007563423]","[0.3684205119396807, 1.10050464292286]",-5.491833209991455,0.024,1496.5280523064578,197.63747443884517,1.0,0.0,0
69,"[0.5907835386686049, 0.5951743473038268, 0.330894133608002, 0.7026349396006755, 0.9532736435749705, 0.955486199783383, 0.8173658787014619, 0.2694800608008765, 0.12442547130960094, 0.7149694199174585]","[0.2700296806428503, 1.4173483275529921]",-47.44786834716797,0.086,3467.118591805952,21.685478529252237,1.0,0.0,0
70,"[0.36477954364235826, 0.37888839965756815, 0.45073105448639755, 0.2795742462520122, 0.5232019759303813, 0.5566534858252233, 0.8117334270817123, 0.0, 0.560076508073427, 0.9087701373273707]","[0.49870133243350645, 1.2298903716023135]",-19.66640281677246,0.145,2333.2289797141866,109.87804188518152,1.0,0.0,0
71,"[0.417694365651369, 0.5779192670733018, 0.7426909788011067, 0.4249757058266186, 0.38644674795105316, 0.6862093974096861, 0.2912487736611122, 0.7775136618931328, 0.17303989161744796, 0.24517024783397012]","[0.1792123676614551, 1.0650690689306994]",-14.10097599029541,0.05,2477.5543027432614,115.70849115274049,2.0,0.0,0
72,"[0.5508133560174797, 0.4617389229032681, 0.4052692887144749, 0.45216388923150624, 0.4789439192828979, 0.5382377010973726, 0.6620179369580413, 0.39875551028360445, 0.49866209982919574, 0.7098058033916044]","[0.2796136907650816, 1.145549319803554]",-10.990357398986816,0.04,1498.5134952636176,167.34973116286818,0.0,0.0,0
73,"[0.33230186361649194, 0.2933567076620664, 0.3372518058743678, 0.6556171536976083, 0.12576413762458014, 0.34085494838144925, 0.1127454067945457, 0.5425415944359516, 0.10492338861836574, 0.6171278380276028]","[0.7546473332978708, 0.81272239463564]",-25.664621353149414,0.636,2528.251410067776,-84.24227000217712,1.0,0.0,0
74,"[0.5624350220020344, 0.6921552546007023, 0.6856435186208077, 0.8294489330390669, 0.542436906522476, 0.0001516112332337859, 0.4508468149632706, 0.29587711653331183, 0.34981756640681516, 0.9055249966500349]","[0.531078810254964, 0.8613763238404597]",-10.905861854553223,0.009,1859.3913576725859,-3.979044061635534,1.0,0.0,0
75,"[0.6242917876983491, 0.48701654479545553, 0.6359204576192329, 0.6787865019535927, 0.47446429673256285, 0.1655744431237241, 0.5624061036881199, 0.04863720985898829, 0.4924209968545198, 0.4393158795094915]","[0.4570503923443074, 0.8392597862157917]",-19.743179321289062,0.013,1726.5101252725417,56.14527564862365,1.0,0.0,0
76,"[0.6649884374877829, 0.621551121714978, 0.5646297453765398, 0.38758107320821117, 0.4823847672855819, 0.2275996914850539, 0.7779763877468655, 0.7700433154585545, 0.3388814644306857, 0.4711003901129181]","[0.17416309101732871, 1.1699178011722173]",-23.40674591064453,0.049,2313.321971905313,156.2150751105262,0.0,0.0,0
77,"[1.0, 0.781178157137387, 0.49910007341463064, 0.3875576014068855, 0.6672631390467166, 0.509512852309052, 0.31976324304194875, 0.3984802779225451, 0.6062954104122723, 0.45764129870374326]","[0.015982913432161343, 1.1718212230930676]",-27.697998046875,0.049,2598.775186274128,-45.107385417069054,0.0,0.0,1
78,"[0.6660846658574706, 0.5008846162097885, 0.484304333223437, 0.5876208192980884, 0.5571679261365096, 0.7519192743492094, 0.28225011176834186, 0.33181662979624815, 0.5157907488526043, 0.9129720223530706]","[0.4469611691594557, 1.119368676015433]",-24.457897186279297,0.013,1567.4683666279363,164.89069990520903,0.0,0.0,0
79,"[0.6757684482833829, 0.5922561624955088, 0.7961477236458062, 0.5730234395825595, 0.7258838020359213, 0.6002691188733122, 0.05239034932742237, 0.2525134249378789, 0.1376788521694347, 0.5526302266888106]","[0.5304550116201755, 0.8304063015145088]",-22.49350929260254,0.007,1646.522037117494,136.75970623504247,2.0,0.0,0
80,"[0.6283189864082984, 0.5583260836179657, 0.4823762733688365, 0.8399667319294734, 0.5191219204896617, 0.7148349088333031, 0.6840753290185494, 0.40646457095551436, 0.6724982613423343, 0.6517411355821416]","[0.19080328436921942, 1.231197703967393]",-4.551496982574463,0.013,2083.693035491107,167.30422379181482,1.0,0.0,0
81,"[0.15561445486578546, 0.887358435228268, 0.49787900372127225, 0.3597078817424462, 0.41321412541928804, 0.2832342938157947, 0.32205408837930294, 0.4910316256462748, 0.551438256598643, 0.11603412871329634]","[0.3411627983330842, 1.0863342401889924]",-44.59675216674805,0.477,2924.4778060333633,0.671500876635946,1.0,0.0,0
82,"[0.6969799729828244, 0.3415390288050613, 0.03554436799693983, 0.3542058554628391, 0.46305159476330965, 0.7290355037565468, 0.43912267797660154, 0.2565549554655176, 0.7685846443121648, 0.9420680339810205]","[0.33442183019673294, 1.0847784256489725]",-35.8315544128418,1.0,2332.220033569056,-89.33334383718773,2.0,0.0,0
83,"[0.6665000019080479, 0.4067823178372703, 0.037398325989287315, 0.52361095878706, 0.40942771940162603, 0.6317821919007974, 0.41401753840284794, 0.37947786352996205, 0.807663444182076, 0.8337778686279225]","[0.27735627740298835, 1.4082803831871016]",-35.520790100097656,1.0,2738.564427650266,56.78287781041007,1.0,0.0,0
84,"[0.130800490099924, 0.43020330788803, 0.4530597443186119, 0.4317367366256465, 0.4607869708728562, 0.46720408635908706, 0.33621794083777734, 0.13332994644669405, 0.5889360973113535, 0.5761773770012264]","[0.5108928234241027, 0.8705292306687732]",-39.1476936340332,0.602,1824.8691669793266,199.11960771258822,1.0,0.0,0
